Temperature_C,Humidity_pct,Catalyst_pct,NCO_OH_Ratio,Pot_Life_min
18.4,73.4,0.272,1.12,67.0
25.4,59.2,0.131,1.08,91.0
21.7,65.9,0.275,1.04,62.0
31.6,48.6,0.299,1.01,24.0
23.6,34.6,0.256,1.02,62.0
20.0,52.9,0.261,1.13,70.0
27.3,49.7,0.112,1.1,91.0
29.1,73.4,0.194,1.04,40.0
18.3,42.2,0.067,1.01,165.0
18.4,78.3,0.074,1.1,160.0
15.7,77.9,0.3,1.09,58.0
29.7,42.4,0.132,1.06,68.0
28.3,47.4,0.237,1.05,61.0
24.5,74.8,0.252,1.03,49.0
31.9,78.3,0.265,1.1,26.0
31.1,52.2,0.299,1.15,28.0
26.7,46.0,0.11,1.03,91.0
32.4,56.3,0.06,1.09,93.0
19.1,64.4,0.153,1.06,91.0
17.2,43.7,0.083,1.07,158.0
20.4,66.8,0.056,1.04,181.0
16.1,32.6,0.14,1.12,123.0
25.6,32.5,0.246,1.07,50.0
33.7,49.3,0.192,1.08,54.0
15.8,47.7,0.128,1.05,121.0
17.4,45.8,0.214,1.03,73.0
24.0,54.6,0.108,1.01,96.0
33.7,46.0,0.054,1.11,120.0
21.3,39.6,0.241,1.03,67.0
25.1,45.5,0.206,1.1,62.0
15.8,78.7,0.241,1.06,88.0
18.0,50.6,0.06,1.06,172.0
34.7,52.2,0.259,1.07,23.0
34.3,58.8,0.205,1.06,27.0
15.1,79.2,0.191,1.02,95.0
34.0,42.1,0.206,1.05,45.0
27.8,64.1,0.266,1.1,55.0
32.4,65.8,0.197,1.1,45.0
24.1,60.4,0.195,1.04,60.0
25.3,34.4,0.298,1.07,49.0
24.8,63.8,0.239,1.03,54.0
28.3,33.2,0.161,1.03,53.0
17.8,59.8,0.227,1.0,97.0
15.6,67.0,0.147,1.13,114.0
21.2,40.5,0.107,1.03,114.0
29.1,72.1,0.199,1.03,53.0
19.0,31.5,0.282,1.04,73.0
28.5,72.2,0.282,1.02,36.0
34.4,53.0,0.135,1.1,50.0
16.9,40.9,0.182,1.01,100.0
28.5,36.7,0.103,1.02,91.0
23.9,77.7,0.299,1.1,37.0
32.4,33.6,0.295,1.05,49.0
18.5,40.0,0.212,1.11,83.0
28.9,47.4,0.251,1.08,51.0
31.8,61.0,0.229,1.04,51.0
33.9,57.2,0.198,1.1,42.0
28.7,36.3,0.063,1.02,122.0
24.9,44.5,0.164,1.08,79.0
27.4,41.9,0.219,1.07,49.0
32.4,40.7,0.219,1.04,45.0
26.4,50.6,0.143,1.09,75.0
15.6,65.2,0.285,1.13,62.0
33.6,40.9,0.092,1.15,96.0
28.8,48.3,0.175,1.09,47.0
28.5,49.5,0.223,1.06,39.0
19.3,78.8,0.224,1.03,78.0
28.2,77.7,0.212,1.04,52.0
22.9,70.0,0.119,1.07,84.0
28.0,42.1,0.089,1.06,102.0
17.1,33.4,0.209,1.14,99.0
28.2,45.8,0.2,1.06,55.0
35.0,43.3,0.095,1.06,92.0
16.0,55.3,0.226,1.06,69.0
34.5,68.9,0.164,1.13,50.0
23.1,72.9,0.217,1.1,68.0
32.4,72.2,0.259,1.09,40.0
30.6,48.0,0.092,1.05,83.0
26.3,64.4,0.055,1.12,135.0
29.8,45.6,0.245,1.01,48.0
32.6,33.0,0.202,1.13,55.0
23.1,65.1,0.225,1.08,64.0
21.5,30.5,0.26,1.06,72.0
28.4,50.5,0.251,1.07,38.0
31.2,46.5,0.29,1.1,35.0
30.2,64.7,0.184,1.0,43.0
31.0,68.3,0.172,1.13,47.0
23.7,45.2,0.15,1.07,89.0
31.4,70.6,0.088,1.05,81.0
17.4,44.7,0.193,1.02,110.0
25.9,52.3,0.119,1.07,86.0
15.1,66.4,0.28,1.07,72.0
21.5,64.6,0.196,1.06,71.0
22.3,79.4,0.198,1.1,59.0
22.9,41.3,0.139,1.06,88.0
28.9,63.1,0.063,1.14,122.0
22.8,60.5,0.058,1.09,154.0
24.0,75.8,0.156,1.12,66.0
19.8,37.8,0.071,1.02,148.0
22.5,67.6,0.202,1.06,62.0
19.5,58.4,0.27,1.05,63.0
16.5,43.7,0.271,1.09,83.0
27.1,53.7,0.215,1.13,43.0
28.4,46.7,0.103,1.01,84.0
27.4,59.0,0.266,1.01,45.0
24.3,74.5,0.272,1.13,32.0
22.6,58.5,0.099,1.03,102.0
32.3,61.6,0.234,1.1,33.0
25.4,55.9,0.122,1.08,78.0
24.6,32.6,0.251,1.12,59.0
15.5,41.6,0.299,1.02,71.0
21.8,54.6,0.058,1.02,156.0
22.6,45.5,0.274,1.08,60.0
23.0,39.1,0.206,1.14,82.0
26.6,55.2,0.293,1.06,56.0
25.7,46.1,0.166,1.05,54.0
27.2,42.9,0.262,1.09,53.0
30.3,53.2,0.066,1.14,105.0
31.3,36.7,0.134,1.13,68.0
29.4,76.4,0.067,1.15,101.0
34.1,73.4,0.294,1.0,28.0
15.4,65.4,0.254,1.02,78.0
18.9,35.3,0.263,1.09,65.0
15.2,68.8,0.284,1.12,63.0
27.9,70.4,0.071,1.04,103.0
33.0,68.4,0.146,1.04,54.0
19.9,35.7,0.068,1.12,165.0
33.5,62.2,0.103,1.01,74.0
16.2,71.7,0.107,1.06,127.0
33.7,58.9,0.167,1.08,50.0
22.0,62.3,0.117,1.08,106.0
17.0,52.9,0.075,1.11,173.0
24.7,56.4,0.092,1.05,105.0
20.1,31.7,0.087,1.09,134.0
20.7,61.9,0.293,1.09,56.0
21.1,34.1,0.24,1.08,59.0
31.1,51.8,0.292,1.1,35.0
25.8,44.6,0.16,1.04,77.0
21.2,57.3,0.12,1.01,107.0
27.2,36.7,0.25,1.02,49.0
29.3,64.6,0.132,1.03,68.0
20.5,69.8,0.125,1.08,93.0
23.3,38.2,0.108,1.13,109.0
17.4,35.2,0.082,1.11,155.0
18.6,37.3,0.114,1.12,118.0
28.6,73.9,0.139,1.05,61.0
18.6,56.4,0.218,1.06,75.0
25.5,53.4,0.066,1.06,124.0
29.2,35.3,0.103,1.03,91.0
17.1,62.5,0.252,1.01,68.0
26.3,73.4,0.087,1.09,112.0
20.1,71.4,0.136,1.15,106.0
34.3,61.3,0.266,1.03,25.0
24.7,33.8,0.089,1.01,113.0
31.1,35.6,0.071,1.12,96.0
26.0,32.5,0.171,1.04,67.0
15.9,42.9,0.126,1.12,141.0
27.7,36.8,0.191,1.11,58.0
34.0,43.0,0.251,1.14,40.0
27.0,49.3,0.084,1.06,107.0
31.4,77.1,0.195,1.1,35.0
32.7,60.5,0.176,1.07,41.0
19.6,71.7,0.086,1.09,122.0
19.2,65.5,0.206,1.07,67.0
27.2,35.6,0.118,1.03,61.0
23.2,66.8,0.172,1.08,75.0
31.8,43.8,0.071,1.08,114.0
33.0,62.0,0.165,1.12,50.0
22.1,47.0,0.127,1.11,85.0
19.7,79.9,0.256,1.1,54.0
30.6,43.2,0.064,1.02,105.0
20.5,44.0,0.155,1.11,82.0
31.5,76.5,0.165,1.08,56.0
23.5,31.2,0.231,1.13,70.0
28.4,64.8,0.194,1.14,43.0
16.9,66.3,0.217,1.01,85.0
27.5,71.8,0.244,1.12,56.0
24.0,78.7,0.266,1.01,63.0
26.7,78.8,0.128,1.06,96.0
18.4,33.3,0.185,1.08,83.0
29.7,71.1,0.26,1.02,61.0
32.3,62.3,0.297,1.11,29.0
19.3,62.4,0.272,1.0,57.0
16.9,36.4,0.143,1.03,115.0
15.5,62.5,0.099,1.09,140.0
27.8,79.1,0.172,1.11,59.0
27.1,75.6,0.235,1.14,35.0
25.9,52.0,0.173,1.11,64.0
19.6,32.0,0.171,1.1,101.0
22.8,48.1,0.26,1.06,57.0
26.9,71.3,0.14,1.0,70.0
24.9,65.1,0.265,1.02,52.0
34.8,53.0,0.152,1.08,59.0
17.7,32.8,0.132,1.1,101.0
28.9,51.3,0.163,1.06,65.0
23.1,53.5,0.241,1.11,56.0
23.6,76.4,0.082,1.08,116.0
29.4,62.1,0.099,1.01,90.0
28.8,45.6,0.288,1.03,32.0
34.8,56.3,0.094,1.13,61.0
17.6,33.3,0.192,1.11,75.0
17.1,78.6,0.195,1.13,78.0
29.5,48.0,0.172,1.02,68.0
26.6,53.9,0.211,1.15,54.0
20.5,47.8,0.107,1.03,103.0
16.6,64.1,0.188,1.0,86.0
16.7,63.1,0.143,1.15,96.0
32.9,65.8,0.215,1.04,30.0
18.8,43.4,0.085,1.1,145.0
21.5,45.8,0.193,1.03,65.0
19.5,36.3,0.096,1.09,138.0
22.1,62.8,0.12,1.14,96.0
16.4,32.0,0.105,1.05,141.0
25.4,59.9,0.096,1.1,97.0
16.4,73.5,0.256,1.03,77.0
31.0,74.5,0.121,1.09,70.0
19.7,52.5,0.282,1.05,64.0
25.8,53.0,0.292,1.03,50.0
32.6,33.8,0.193,1.05,48.0
28.0,63.5,0.086,1.03,99.0
25.7,71.1,0.144,1.14,69.0
21.5,42.2,0.249,1.06,63.0
21.7,51.1,0.142,1.04,88.0
28.4,71.9,0.072,1.07,100.0
34.9,73.9,0.189,1.05,33.0
28.2,42.2,0.261,1.11,50.0
26.2,57.5,0.249,1.15,60.0
29.6,39.6,0.094,1.07,98.0
24.3,35.1,0.218,1.13,53.0
16.2,75.6,0.105,1.08,142.0
26.2,71.0,0.105,1.02,85.0
34.2,68.0,0.269,1.1,35.0
18.5,32.4,0.112,1.08,116.0
28.8,72.2,0.116,1.1,74.0
19.0,51.9,0.05,1.13,198.0
25.7,47.1,0.268,1.07,38.0
16.9,57.3,0.248,1.14,79.0
24.0,34.6,0.207,1.11,77.0
30.1,67.8,0.238,1.07,39.0
22.0,59.1,0.088,1.09,131.0
28.3,39.3,0.165,1.05,63.0
30.9,39.4,0.138,1.15,72.0
33.5,39.2,0.073,1.1,72.0
19.7,32.9,0.172,1.01,109.0
23.0,59.4,0.28,1.05,64.0
18.0,72.0,0.06,1.09,175.0
34.8,30.9,0.123,1.01,47.0
33.5,32.5,0.102,1.0,76.0
25.8,58.6,0.11,1.07,77.0
31.8,71.0,0.277,1.05,36.0
25.4,46.3,0.167,1.07,73.0
27.5,47.5,0.167,1.04,57.0
16.8,59.8,0.24,1.02,85.0
30.1,43.7,0.089,1.1,96.0
17.6,31.3,0.172,1.08,106.0
31.5,66.8,0.157,1.03,53.0
30.6,61.3,0.199,1.05,36.0
29.2,59.0,0.3,1.09,45.0
15.7,67.1,0.242,1.01,75.0
21.1,63.8,0.149,1.02,75.0
20.3,40.3,0.257,1.01,77.0
22.2,47.6,0.093,1.12,134.0
16.8,36.3,0.058,1.11,199.0
33.7,36.5,0.101,1.11,90.0
26.1,63.8,0.135,1.11,76.0
21.1,72.9,0.178,1.1,72.0
22.9,78.1,0.204,1.07,56.0
23.9,61.4,0.278,1.1,62.0
27.0,39.2,0.177,1.01,58.0
25.3,35.3,0.175,1.09,76.0
33.4,70.6,0.063,1.12,90.0
24.9,58.9,0.059,1.08,136.0
34.8,60.9,0.188,1.05,49.0
32.0,69.1,0.16,1.04,48.0
19.2,65.2,0.26,1.1,60.0
33.6,71.7,0.09,1.1,81.0
17.3,32.8,0.056,1.13,212.0
31.3,67.4,0.162,1.05,57.0
22.6,72.5,0.109,1.12,93.0
32.6,44.3,0.062,1.08,98.0
32.4,62.0,0.231,1.13,39.0
31.1,45.7,0.078,1.08,96.0
30.8,77.9,0.202,1.08,35.0
21.1,31.7,0.12,1.09,112.0
16.6,59.0,0.093,1.11,145.0
23.1,38.3,0.145,1.14,73.0
18.5,65.6,0.25,1.01,60.0
28.9,38.8,0.148,1.01,64.0
21.9,41.8,0.238,1.14,64.0
34.5,54.7,0.081,1.08,93.0
27.8,75.7,0.243,1.09,45.0
31.4,40.6,0.109,1.07,68.0
17.7,37.2,0.219,1.01,84.0
32.2,67.9,0.191,1.12,41.0
33.5,55.0,0.282,1.11,35.0
24.7,75.6,0.147,1.05,77.0
27.1,37.3,0.067,1.05,132.0
30.3,62.3,0.055,1.13,118.0
18.5,41.6,0.257,1.01,84.0
25.1,37.8,0.181,1.13,76.0
23.0,64.2,0.244,1.04,51.0
17.9,59.7,0.109,1.09,141.0
22.4,67.7,0.136,1.14,89.0
16.4,45.5,0.058,1.1,194.0
15.5,52.4,0.29,1.06,85.0
17.7,50.3,0.217,1.1,97.0
34.3,79.2,0.283,1.05,26.0
26.0,44.6,0.116,1.04,84.0
34.3,44.7,0.203,1.15,41.0
23.6,47.7,0.22,1.11,68.0
21.2,58.2,0.129,1.1,106.0
25.1,42.6,0.262,1.05,57.0
23.8,75.8,0.287,1.01,46.0
17.1,43.3,0.271,1.0,84.0
27.8,74.8,0.235,1.08,42.0
19.3,35.2,0.119,1.11,122.0
27.4,62.8,0.12,1.08,75.0
28.0,75.3,0.291,1.13,40.0
18.0,38.4,0.053,1.01,200.0
16.2,78.4,0.229,1.06,76.0
30.6,52.6,0.227,1.04,41.0
24.2,77.3,0.206,1.07,68.0
16.2,63.8,0.298,1.01,60.0
34.9,45.1,0.128,1.14,52.0
16.2,39.4,0.135,1.03,136.0
28.9,45.2,0.07,1.14,117.0
34.7,34.7,0.161,1.06,33.0
19.8,37.2,0.115,1.15,110.0
17.8,35.2,0.136,1.08,97.0
17.4,51.1,0.259,1.14,64.0
21.1,69.8,0.284,1.0,29.0
17.0,37.1,0.096,1.11,142.0
28.8,36.5,0.143,1.14,61.0
16.2,62.2,0.282,1.02,69.0
25.2,39.9,0.065,1.01,119.0
34.9,34.9,0.073,1.06,87.0
31.3,38.3,0.091,1.14,82.0
27.3,76.2,0.199,1.08,64.0
21.1,71.1,0.088,1.08,134.0
27.5,47.7,0.292,1.02,49.0
25.5,62.8,0.162,1.0,65.0
23.5,56.9,0.175,1.12,87.0
17.6,63.9,0.112,1.01,109.0
32.7,64.1,0.168,1.1,37.0
24.0,61.4,0.215,1.14,59.0
18.9,43.3,0.238,1.03,91.0
22.4,32.0,0.238,1.1,64.0
23.3,52.8,0.194,1.01,66.0
31.6,74.5,0.276,1.09,21.0
29.7,58.5,0.254,1.02,49.0
30.4,71.6,0.239,1.11,47.0
15.2,79.6,0.064,1.05,197.0
23.3,38.2,0.052,1.07,160.0
24.6,64.6,0.103,1.09,90.0
15.4,63.7,0.216,1.03,76.0
20.2,79.0,0.153,1.11,86.0
30.2,79.3,0.151,1.05,47.0
17.7,64.3,0.271,1.1,56.0
25.7,42.2,0.274,1.02,46.0
19.3,69.9,0.277,1.1,55.0
15.2,35.4,0.128,1.02,124.0
19.8,69.0,0.223,1.06,72.0
34.5,75.5,0.118,1.04,57.0
31.0,49.1,0.098,1.11,78.0
34.2,61.5,0.096,1.04,70.0
24.8,51.5,0.136,1.13,74.0
17.2,51.9,0.157,1.13,102.0
26.0,45.5,0.258,1.03,52.0
24.1,68.1,0.08,1.09,104.0
31.9,76.8,0.234,1.01,44.0
17.0,77.0,0.183,1.06,80.0
24.8,38.7,0.122,1.11,91.0
18.0,73.7,0.173,1.1,96.0
21.5,66.9,0.125,1.09,103.0
29.7,42.6,0.199,1.04,53.0
24.5,33.4,0.158,1.06,75.0
22.5,43.4,0.091,1.02,126.0
22.9,75.6,0.079,1.11,126.0
24.2,61.7,0.187,1.08,60.0
30.7,66.1,0.276,1.11,29.0
32.8,42.9,0.136,1.04,44.0
34.1,66.0,0.233,1.05,36.0
30.7,31.4,0.215,1.05,50.0
21.3,48.8,0.283,1.0,66.0
28.8,61.3,0.255,1.05,45.0
23.8,37.3,0.192,1.12,81.0
20.1,71.2,0.214,1.13,63.0
31.8,41.8,0.275,1.08,48.0
15.8,62.6,0.15,1.07,104.0
33.0,50.3,0.132,1.0,66.0
24.2,59.8,0.053,1.13,142.0
27.7,35.4,0.257,1.0,51.0
28.2,30.8,0.25,1.14,34.0
32.9,75.5,0.076,1.07,81.0
27.7,43.5,0.194,1.05,62.0
27.3,71.0,0.166,1.14,56.0
16.3,80.0,0.08,1.0,149.0
25.4,40.6,0.295,1.09,55.0
18.0,43.3,0.104,1.08,129.0
29.7,63.1,0.067,1.03,101.0
25.2,78.3,0.199,1.06,57.0
28.6,75.8,0.235,1.1,64.0
15.8,55.1,0.058,1.11,211.0
16.7,69.8,0.215,1.0,90.0
29.3,36.8,0.183,1.14,61.0
16.4,78.9,0.076,1.02,163.0
16.4,78.2,0.093,1.04,122.0
15.2,38.2,0.192,1.04,93.0
34.1,45.0,0.124,1.01,57.0
29.8,35.0,0.285,1.02,27.0
22.1,43.6,0.255,1.15,52.0
20.9,70.8,0.296,1.05,36.0
22.0,48.9,0.115,1.02,102.0
30.5,34.4,0.292,1.02,47.0
28.2,47.1,0.158,1.11,74.0
18.7,79.1,0.137,1.13,102.0
18.5,61.5,0.063,1.04,164.0
17.0,50.8,0.063,1.0,168.0
28.2,38.3,0.223,1.03,39.0
30.3,79.3,0.164,1.01,41.0
20.3,71.0,0.107,1.02,104.0
15.4,44.1,0.203,1.06,92.0
16.6,33.5,0.113,1.03,124.0
34.4,32.8,0.194,1.08,49.0
20.9,36.0,0.14,1.04,95.0
30.4,59.0,0.256,1.14,40.0
27.5,76.4,0.255,1.14,51.0
22.6,54.8,0.169,1.09,67.0
19.1,72.1,0.138,1.05,101.0
17.4,52.3,0.141,1.06,107.0
27.3,65.4,0.251,1.06,42.0
30.5,66.6,0.132,1.11,70.0
27.9,38.7,0.102,1.07,97.0
25.6,48.1,0.071,1.13,114.0
15.8,61.9,0.167,1.14,99.0
34.4,33.5,0.171,1.05,53.0
31.0,48.1,0.26,1.08,38.0
20.9,56.7,0.105,1.01,117.0
34.6,79.8,0.145,1.03,49.0
27.0,53.7,0.252,1.06,62.0
26.6,70.8,0.256,1.03,32.0
30.0,51.6,0.146,1.13,62.0
31.2,69.8,0.165,1.02,44.0
28.1,59.8,0.126,1.07,78.0
17.6,74.3,0.283,1.09,49.0
21.8,50.5,0.08,1.1,134.0
33.6,60.2,0.283,1.06,26.0
19.5,61.5,0.221,1.13,65.0
22.4,50.9,0.183,1.09,62.0
23.6,37.2,0.058,1.07,148.0
23.8,34.7,0.169,1.01,85.0
27.3,30.8,0.152,1.07,72.0
33.9,73.7,0.09,1.12,76.0
19.8,41.8,0.214,1.09,89.0
17.4,40.6,0.293,1.12,70.0
18.9,66.8,0.191,1.07,75.0
32.7,46.0,0.229,1.02,45.0
27.9,55.3,0.067,1.0,110.0
20.7,38.1,0.154,1.05,87.0
31.3,78.0,0.079,1.1,73.0
32.2,72.6,0.203,1.12,48.0
31.9,73.2,0.285,1.04,28.0
33.4,50.3,0.215,1.07,43.0
20.0,68.1,0.069,1.06,142.0
30.1,37.2,0.139,1.06,71.0
24.2,30.4,0.188,1.03,65.0
31.8,31.0,0.151,1.02,60.0
29.6,59.3,0.258,1.03,48.0
30.5,52.8,0.254,1.01,47.0
28.1,55.9,0.203,1.03,53.0
18.5,30.4,0.143,1.0,92.0
25.9,51.1,0.114,1.09,112.0
34.7,65.9,0.076,1.05,93.0
33.7,52.1,0.139,1.15,62.0
15.9,66.6,0.153,1.03,100.0
18.3,41.7,0.219,1.05,78.0
17.6,70.7,0.215,1.05,72.0
29.5,59.4,0.068,1.0,116.0
31.4,40.5,0.149,1.13,63.0
19.3,41.8,0.095,1.0,124.0
25.1,61.4,0.089,1.14,101.0
31.8,71.5,0.257,1.13,44.0
29.7,50.8,0.06,1.08,128.0
25.8,42.9,0.155,1.08,85.0
26.8,73.4,0.092,1.1,99.0
25.2,63.5,0.27,1.06,45.0
21.0,52.4,0.189,1.1,50.0
26.3,54.4,0.108,1.01,91.0
28.8,40.2,0.176,1.01,60.0
32.5,61.3,0.233,1.07,40.0
27.7,47.9,0.29,1.08,43.0
30.2,79.8,0.105,1.13,62.0
18.2,54.0,0.272,1.02,71.0
24.2,54.3,0.284,1.12,54.0
15.2,58.3,0.279,1.03,79.0
19.9,75.8,0.209,1.06,77.0
29.5,70.0,0.207,1.05,51.0
34.8,52.6,0.151,1.06,47.0
17.0,65.9,0.238,1.02,74.0
23.0,59.3,0.183,1.08,71.0
31.0,54.6,0.219,1.12,45.0
19.1,39.6,0.157,1.07,104.0
26.1,53.2,0.233,1.07,58.0
29.7,42.3,0.256,1.13,61.0
27.3,75.7,0.087,1.11,112.0
18.8,46.8,0.258,1.07,69.0
22.1,77.6,0.185,1.04,38.0
30.7,56.7,0.261,1.13,49.0
26.1,61.6,0.158,1.09,63.0
15.1,57.1,0.145,1.03,109.0
30.2,36.5,0.279,1.04,39.0
15.7,48.8,0.113,1.12,131.0
29.9,35.0,0.261,1.01,50.0
19.0,61.1,0.171,1.15,74.0
34.2,52.3,0.179,1.02,37.0
22.4,68.9,0.127,1.12,93.0
21.5,41.0,0.193,1.06,80.0
18.0,38.2,0.131,1.07,118.0
21.1,50.3,0.06,1.13,155.0
32.5,76.3,0.118,1.06,53.0
34.9,65.5,0.052,1.08,98.0
22.4,50.9,0.295,1.01,55.0
24.0,55.9,0.291,1.0,61.0
29.4,34.2,0.149,1.04,50.0
32.7,79.2,0.232,1.1,33.0
26.9,63.3,0.136,1.02,62.0
22.8,44.3,0.218,1.02,52.0
23.3,59.3,0.251,1.06,63.0
28.9,35.5,0.287,1.1,48.0
15.1,78.3,0.15,1.11,112.0
27.4,38.7,0.246,1.03,58.0
22.1,62.4,0.116,1.01,95.0
30.9,42.3,0.298,1.14,34.0
16.9,65.9,0.056,1.04,213.0
26.8,68.8,0.201,1.13,52.0
24.6,63.7,0.215,1.13,63.0
27.8,60.7,0.222,1.12,49.0
16.3,74.6,0.08,1.03,143.0
26.6,33.9,0.285,1.12,32.0
26.2,46.5,0.095,1.12,94.0
26.2,42.4,0.206,1.09,68.0
27.1,79.4,0.106,1.05,89.0
28.5,49.5,0.127,1.04,81.0
31.1,66.6,0.187,1.02,40.0
20.4,64.2,0.154,1.08,100.0
31.5,40.6,0.09,1.09,77.0
25.0,41.9,0.093,1.05,108.0
16.5,44.1,0.155,1.07,106.0
16.2,50.6,0.239,1.05,78.0
21.7,41.7,0.274,1.1,70.0
30.7,31.0,0.071,1.14,98.0
29.2,74.0,0.148,1.02,49.0
30.8,78.3,0.075,1.06,91.0
25.3,47.1,0.054,1.02,144.0
23.8,46.9,0.215,1.09,90.0
17.9,30.4,0.201,1.11,93.0
21.6,64.0,0.091,1.14,115.0
23.7,71.3,0.108,1.04,87.0
16.8,37.3,0.056,1.14,188.0
19.4,38.0,0.259,1.01,60.0
27.0,69.5,0.294,1.09,40.0
29.7,60.8,0.084,1.01,102.0
35.0,32.2,0.108,1.13,76.0
33.7,61.1,0.267,1.08,34.0
27.9,45.4,0.282,1.1,41.0
23.4,48.4,0.155,1.12,82.0
27.7,68.5,0.063,1.02,114.0
30.7,70.5,0.06,1.01,121.0
17.4,50.0,0.193,1.13,86.0
23.2,77.4,0.148,1.05,76.0
31.8,50.3,0.057,1.02,93.0
22.7,68.6,0.196,1.07,64.0
26.4,54.2,0.053,1.09,148.0
26.8,74.9,0.247,1.0,36.0
18.7,75.4,0.127,1.04,99.0
22.2,34.4,0.06,1.0,164.0
21.7,76.8,0.197,1.06,55.0
15.5,71.3,0.149,1.13,117.0
15.5,69.6,0.293,1.15,64.0
31.6,40.0,0.186,1.1,49.0
20.5,70.3,0.119,1.02,94.0
25.4,72.5,0.227,1.14,55.0
21.0,44.5,0.118,1.08,126.0
33.8,77.6,0.276,1.02,34.0
20.2,32.5,0.144,1.14,92.0
23.6,37.5,0.187,1.11,81.0
32.5,56.9,0.063,1.11,98.0
31.8,58.8,0.157,1.11,65.0
18.7,62.3,0.258,1.03,72.0
31.1,30.8,0.251,1.03,21.0
24.2,78.0,0.106,1.1,85.0
24.7,32.2,0.107,1.03,108.0
17.7,37.2,0.254,1.07,76.0
16.6,30.7,0.283,1.12,66.0
29.6,58.3,0.074,1.12,95.0
24.9,76.6,0.163,1.07,51.0
23.7,63.3,0.134,1.12,83.0
29.6,71.1,0.268,1.13,55.0
30.3,30.7,0.071,1.1,112.0
18.2,57.1,0.103,1.03,145.0
27.2,53.0,0.238,1.04,57.0
17.7,54.9,0.063,1.05,187.0
30.0,33.6,0.173,1.02,75.0
28.1,64.2,0.161,1.04,64.0
34.1,55.2,0.134,1.03,54.0
16.4,68.3,0.149,1.07,113.0
16.1,54.3,0.182,1.14,107.0
20.6,37.5,0.09,1.02,125.0
